FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,FLIGHT_STATUS,YEAR,MONTH,year,month,DEP_TIME_MINUTES,WHEELS_OFF_MINUTES,ARR_TIME_MINUTES,WHEELS_ON_MINUTES,WHEELS_OFF_elapse,WHEELS_ON_elapse,Year,Quarter,Month,DayofMonth
2022-05-26,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2385,PHL,"Philadelphia, PA",ATL,"Atlanta, GA",06:00:00,05:58:00,-2.0,18.0,06:16:00,07:55:00,8.0,810,08:03:00,-7.0,0.0,0.0,130.0,125.0,99.0,666.0,0,2022,5,2022,5,358,376,483,475,18,8,2022,2,5,26
2023-03-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2469,CMH,"Columbus, OH",ATL,"Atlanta, GA",05:35:00,05:28:00,-7.0,50.0,06:18:00,07:54:00,8.0,709,08:02:00,53.0,0.0,0.0,94.0,154.0,96.0,447.0,1,2023,3,2023,3,328,378,482,474,50,8,2023,1,3,12
2019-05-17,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6263,IAD,"Washington, DC",DFW,"Dallas/Fort Worth, TX",08:30:00,08:29:00,-1.0,20.0,08:49:00,10:25:00,9.0,1053,10:34:00,-19.0,0.0,0.0,203.0,185.0,156.0,1172.0,0,2019,5,2019,5,509,529,634,625,20,9,2019,2,5,17
2019-04-22,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3573,MOB,"Mobile, AL",ATL,"Atlanta, GA",17:50:00,17:46:00,-4.0,14.0,18:00:00,19:50:00,17.0,2018,20:07:00,-11.0,0.0,0.0,88.0,81.0,50.0,302.0,0,2019,4,2019,4,1066,1080,1207,1190,14,17,2019,2,4,22
2019-05-31,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5302,BHM,"Birmingham, AL",CLT,"Charlotte, NC",16:58:00,16:48:00,-10.0,21.0,17:09:00,19:05:00,10.0,1937,19:15:00,-22.0,0.0,0.0,99.0,87.0,56.0,350.0,0,2019,5,2019,5,1008,1029,1155,1145,21,10,2019,2,5,31
2022-11-16,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1157,DAL,"Dallas, TX",DEN,"Denver, CO",09:40:00,09:49:00,9.0,11.0,10:00:00,10:35:00,7.0,1050,10:42:00,-8.0,0.0,0.0,130.0,113.0,95.0,651.0,0,2022,11,2022,11,589,600,642,635,11,7,2022,4,11,16
2019-11-13,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2480,MDT,"Harrisburg, PA",ATL,"Atlanta, GA",06:00:00,06:03:00,3.0,11.0,06:14:00,07:43:00,13.0,805,07:56:00,-9.0,0.0,0.0,125.0,113.0,89.0,620.0,0,2019,11,2019,11,363,374,476,463,11,13,2019,4,11,13
2020-11-23,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1496,STL,"St. Louis, MO",ATL,"Atlanta, GA",12:00:00,11:55:00,-5.0,8.0,12:03:00,14:06:00,5.0,1425,14:11:00,-14.0,0.0,0.0,85.0,76.0,63.0,484.0,0,2020,11,2020,11,715,723,851,846,8,5,2020,4,11,23
2020-02-23,ExpressJet Airlines LLC d/b/a aha!,ExpressJet Airlines LLC d/b/a aha!: EV,EV,20366,4366,JAX,"Jacksonville, FL",ORD,"Chicago, IL",13:05:00,12:55:00,-10.0,15.0,13:10:00,14:26:00,3.0,1454,14:29:00,-25.0,0.0,0.0,169.0,154.0,136.0,864.0,0,2020,2,2020,2,775,790,869,866,15,3,2020,1,2,23
2023-08-24,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1646,RSW,"Fort Myers, FL",CLT,"Charlotte, NC",06:12:00,06:06:00,-6.0,30.0,06:36:00,08:04:00,8.0,811,08:12:00,1.0,0.0,0.0,119.0,126.0,88.0,600.0,0,2023,8,2023,8,366,396,492,484,30,8,2023,3,8,24
2022-04-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2250,BOS,"Boston, MA",CLT,"Charlotte, NC",14:29:00,14:24:00,-5.0,21.0,14:45:00,16:30:00,6.0,1657,16:36:00,-21.0,0.0,0.0,148.0,132.0,105.0,728.0,0,2022,4,2022,4,864,885,996,990,21,6,2022,2,4,23
2019-03-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,128,SEA,"Seattle, WA",LAX,"Los Angeles, CA",10:29:00,10:28:00,-1.0,22.0,10:50:00,12:54:00,7.0,1317,13:01:00,-16.0,0.0,0.0,168.0,153.0,124.0,954.0,0,2019,3,2019,3,628,650,781,774,22,7,2019,1,3,22
2023-06-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1676,MCO,"Orlando, FL",ATL,"Atlanta, GA",06:35:00,06:39:00,4.0,12.0,06:51:00,08:04:00,13.0,800,08:17:00,17.0,0.0,0.0,85.0,98.0,73.0,404.0,1,2023,6,2023,6,399,411,497,484,12,13,2023,2,6,19
2022-09-07,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2301,PHL,"Philadelphia, PA",DFW,"Dallas/Fort Worth, TX",06:30:00,06:30:00,0.0,19.0,06:49:00,08:38:00,14.0,857,08:52:00,-5.0,0.0,0.0,207.0,202.0,169.0,1303.0,0,2022,9,2022,9,390,409,532,518,19,14,2022,3,9,7
2019-12-19,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,319,IAD,"Washington, DC",LAX,"Los Angeles, CA",06:45:00,06:39:00,-6.0,12.0,06:51:00,08:56:00,22.0,936,09:18:00,-18.0,0.0,0.0,351.0,339.0,305.0,2288.0,0,2019,12,2019,12,399,411,558,536,12,22,2019,4,12,19
2019-11-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2859,MSP,"Minneapolis, MN",ORD,"Chicago, IL",09:05:00,09:28:00,23.0,11.0,09:39:00,10:34:00,9.0,1035,10:43:00,8.0,0.0,0.0,90.0,75.0,55.0,334.0,0,2019,11,2019,11,568,579,643,634,11,9,2019,4,11,8
2019-10-11,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,312,SFO,"San Francisco, CA",DFW,"Dallas/Fort Worth, TX",18:20:00,18:13:00,-7.0,18.0,18:31:00,23:23:00,5.0,2353,23:28:00,-25.0,0.0,0.0,213.0,195.0,172.0,1464.0,0,2019,10,2019,10,1093,1111,1408,1403,18,5,2019,4,10,11
2021-07-23,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5671,LNK,"Lincoln, NE",DEN,"Denver, CO",18:05:00,19:13:00,68.0,14.0,19:27:00,19:39:00,9.0,1845,19:48:00,63.0,0.0,0.0,100.0,95.0,72.0,423.0,1,2021,7,2021,7,1153,1167,1188,1179,14,9,2021,3,7,23
2021-06-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1210,SLC,"Salt Lake City, UT",DEN,"Denver, CO",10:15:00,10:09:00,-6.0,13.0,10:22:00,11:25:00,16.0,1140,11:41:00,1.0,0.0,0.0,85.0,92.0,63.0,391.0,0,2021,6,2021,6,609,622,701,685,13,16,2021,2,6,2
2023-08-23,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1367,ORD,"Chicago, IL",ATL,"Atlanta, GA",07:15:00,07:11:00,-4.0,17.0,07:28:00,09:48:00,8.0,1009,09:56:00,-13.0,0.0,0.0,114.0,105.0,80.0,606.0,0,2023,8,2023,8,431,448,596,588,17,8,2023,3,8,23
2021-03-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1588,MCO,"Orlando, FL",ATL,"Atlanta, GA",14:30:00,14:27:00,-3.0,16.0,14:43:00,15:49:00,11.0,1610,16:00:00,-10.0,0.0,0.0,100.0,93.0,66.0,404.0,0,2021,3,2021,3,867,883,960,949,16,11,2021,1,3,16
2023-07-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,880,MCO,"Orlando, FL",LAX,"Los Angeles, CA",07:40:00,07:39:00,-1.0,12.0,07:51:00,09:22:00,7.0,946,09:29:00,-17.0,0.0,0.0,306.0,290.0,271.0,2218.0,0,2023,7,2023,7,459,471,569,562,12,7,2023,3,7,5
2021-10-15,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2453,FLL,"Fort Lauderdale, FL",ATL,"Atlanta, GA",08:00:00,07:58:00,-2.0,16.0,08:14:00,09:34:00,4.0,954,09:38:00,-16.0,0.0,0.0,114.0,100.0,80.0,581.0,0,2021,10,2021,10,478,494,578,574,16,4,2021,4,10,15
2020-10-13,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2449,BWI,"Baltimore, MD",DEN,"Denver, CO",19:45:00,19:52:00,7.0,20.0,20:12:00,21:48:00,4.0,2150,21:52:00,2.0,0.0,0.0,245.0,240.0,216.0,1491.0,0,2020,10,2020,10,1192,1212,1312,1308,20,4,2020,4,10,13
2021-12-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,405,SLC,"Salt Lake City, UT",ATL,"Atlanta, GA",08:15:00,08:24:00,9.0,17.0,08:41:00,13:39:00,8.0,1404,13:47:00,-17.0,0.0,0.0,229.0,203.0,178.0,1590.0,0,2021,12,2021,12,504,521,827,819,17,8,2021,4,12,12
2022-03-17,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,986,AUS,"Austin, TX",LAX,"Los Angeles, CA",13:45:00,13:39:00,-6.0,12.0,13:51:00,14:51:00,12.0,1515,15:03:00,-12.0,0.0,0.0,210.0,204.0,180.0,1242.0,0,2022,3,2022,3,819,831,903,891,12,12,2022,1,3,17
2021-02-27,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,469,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",15:20:00,15:16:00,-4.0,17.0,15:33:00,16:50:00,8.0,1727,16:58:00,-29.0,0.0,0.0,127.0,102.0,77.0,449.0,0,2021,2,2021,2,916,933,1018,1010,17,8,2021,1,2,27
2020-08-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2101,SAN,"San Diego, CA",DEN,"Denver, CO",16:00:00,15:56:00,-4.0,11.0,16:07:00,19:00:00,5.0,1915,19:05:00,-10.0,0.0,0.0,135.0,129.0,113.0,853.0,0,2020,8,2020,8,956,967,1145,1140,11,5,2020,3,8,22
2021-01-30,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2812,DFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL",05:20:00,05:12:00,-8.0,17.0,05:29:00,07:07:00,17.0,742,07:24:00,-18.0,0.0,0.0,142.0,132.0,98.0,801.0,0,2021,1,2021,1,312,329,444,427,17,17,2021,1,1,30
2023-08-14,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3953,JFK,"New York, NY",ORD,"Chicago, IL",11:20:00,11:17:00,-3.0,20.0,11:37:00,12:50:00,7.0,1305,12:57:00,-8.0,0.0,0.0,165.0,160.0,133.0,740.0,0,2023,8,2023,8,677,697,777,770,20,7,2023,3,8,14
2021-11-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,535,HOU,"Houston, TX",DEN,"Denver, CO",06:35:00,06:35:00,0.0,7.0,06:42:00,07:40:00,5.0,805,07:45:00,-20.0,0.0,0.0,150.0,130.0,118.0,883.0,0,2021,11,2021,11,395,402,465,460,7,5,2021,4,11,27
2021-04-12,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4930,CHO,"Charlottesville, VA",ATL,"Atlanta, GA",12:31:00,12:26:00,-5.0,11.0,12:37:00,13:48:00,4.0,1415,13:52:00,-23.0,0.0,0.0,104.0,86.0,71.0,457.0,0,2021,4,2021,4,746,757,832,828,11,4,2021,2,4,12
2021-01-15,Republic Airline,Republic Airline: YX,YX,20452,4779,MEM,"Memphis, TN",CLT,"Charlotte, NC",12:49:00,12:40:00,-9.0,11.0,12:51:00,15:00:00,14.0,1535,15:14:00,-21.0,0.0,0.0,106.0,94.0,69.0,511.0,0,2021,1,2021,1,760,771,914,900,11,14,2021,1,1,15
2022-04-11,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,539,DCA,"Washington, DC",DEN,"Denver, CO",13:11:00,13:08:00,-3.0,17.0,13:25:00,15:00:00,9.0,1512,15:09:00,-3.0,0.0,0.0,241.0,241.0,215.0,1476.0,0,2022,4,2022,4,788,805,909,900,17,9,2022,2,4,11
2019-07-26,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5540,SLC,"Salt Lake City, UT",DEN,"Denver, CO",07:00:00,06:47:00,-13.0,31.0,07:18:00,08:22:00,9.0,839,08:31:00,-8.0,0.0,0.0,99.0,104.0,64.0,391.0,0,2019,7,2019,7,407,438,511,502,31,9,2019,3,7,26
2022-02-18,Envoy Air,Envoy Air: MQ,MQ,20398,3992,XNA,"Fayetteville, AR",DFW,"Dallas/Fort Worth, TX",10:14:00,10:13:00,-1.0,18.0,10:31:00,11:28:00,11.0,1140,11:39:00,-1.0,0.0,0.0,86.0,86.0,57.0,280.0,0,2022,2,2022,2,613,631,699,688,18,11,2022,1,2,18
2021-08-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,2955,ASE,"Aspen, CO",DFW,"Dallas/Fort Worth, TX",12:27:00,12:17:00,-10.0,22.0,12:39:00,15:16:00,18.0,1544,15:34:00,-10.0,0.0,0.0,137.0,137.0,97.0,701.0,0,2021,8,2021,8,737,759,934,916,22,18,2021,3,8,10
2019-02-04,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,369,BNA,"Nashville, TN",DFW,"Dallas/Fort Worth, TX",17:16:00,17:26:00,10.0,12.0,17:38:00,19:14:00,15.0,1932,19:29:00,-3.0,0.0,0.0,136.0,123.0,96.0,631.0,0,2019,2,2019,2,1046,1058,1169,1154,12,15,2019,1,2,4
2019-04-07,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5217,DAB,"Daytona Beach, FL",CLT,"Charlotte, NC",13:51:00,13:49:00,-2.0,10.0,13:59:00,15:20:00,6.0,1533,15:26:00,-7.0,0.0,0.0,102.0,97.0,81.0,416.0,0,2019,4,2019,4,829,839,926,920,10,6,2019,2,4,7
2020-08-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1586,GSP,"Greer, SC",DFW,"Dallas/Fort Worth, TX",06:15:00,06:12:00,-3.0,10.0,06:22:00,07:26:00,13.0,742,07:39:00,-3.0,0.0,0.0,147.0,147.0,124.0,862.0,0,2020,8,2020,8,372,382,459,446,10,13,2020,3,8,21
2023-01-26,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,2955,FLL,"Fort Lauderdale, FL",DFW,"Dallas/Fort Worth, TX",20:25:00,21:15:00,50.0,16.0,21:31:00,23:19:00,10.0,2243,23:29:00,46.0,0.0,0.0,198.0,194.0,168.0,1119.0,1,2023,1,2023,1,1275,1291,1409,1399,16,10,2023,1,1,26
2020-02-24,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3195,DSM,"Des Moines, IA",ORD,"Chicago, IL",05:41:00,06:26:00,45.0,9.0,06:35:00,07:25:00,14.0,724,07:39:00,15.0,0.0,0.0,103.0,73.0,50.0,299.0,1,2020,2,2020,2,386,395,459,445,9,14,2020,1,2,24
2022-02-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2499,DEN,"Denver, CO",ATL,"Atlanta, GA",17:04:00,17:27:00,23.0,13.0,17:40:00,22:03:00,5.0,2152,22:08:00,16.0,0.0,0.0,168.0,161.0,143.0,1199.0,1,2022,2,2022,2,1047,1060,1328,1323,13,5,2022,1,2,4
2023-08-31,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2439,SLC,"Salt Lake City, UT",DFW,"Dallas/Fort Worth, TX",14:05:00,14:43:00,38.0,15.0,14:58:00,18:02:00,10.0,1750,18:12:00,22.0,0.0,0.0,165.0,149.0,124.0,989.0,1,2023,8,2023,8,883,898,1092,1082,15,10,2023,3,8,31
2021-11-10,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,465,MSP,"Minneapolis, MN",ATL,"Atlanta, GA",15:15:00,15:15:00,0.0,12.0,15:27:00,18:29:00,8.0,1840,18:37:00,-3.0,0.0,0.0,145.0,142.0,122.0,907.0,0,2021,11,2021,11,915,927,1117,1109,12,8,2021,4,11,10
2019-06-19,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1022,MCO,"Orlando, FL",ORD,"Chicago, IL",16:31:00,19:02:00,151.0,14.0,19:16:00,21:16:00,29.0,1845,21:45:00,180.0,0.0,0.0,194.0,223.0,180.0,1005.0,1,2019,6,2019,6,1142,1156,1305,1276,14,29,2019,2,6,19
2021-03-08,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5514,AVL,"Asheville, NC",CLT,"Charlotte, NC",05:10:00,04:57:00,-13.0,10.0,05:07:00,05:30:00,10.0,614,05:40:00,-34.0,0.0,0.0,64.0,43.0,23.0,91.0,0,2021,3,2021,3,297,307,340,330,10,10,2021,1,3,8
2019-07-04,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5494,GRR,"Grand Rapids, MI",CLT,"Charlotte, NC",06:21:00,06:16:00,-5.0,24.0,06:40:00,08:07:00,7.0,818,08:14:00,-4.0,0.0,0.0,117.0,118.0,87.0,583.0,0,2019,7,2019,7,376,400,494,487,24,7,2019,3,7,4
2019-06-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,423,JFK,"New York, NY",LAX,"Los Angeles, CA",11:45:00,11:45:00,0.0,14.0,11:59:00,14:43:00,8.0,1451,14:51:00,0.0,0.0,0.0,366.0,366.0,344.0,2475.0,0,2019,6,2019,6,705,719,891,883,14,8,2019,2,6,16
2022-08-20,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2744,HSV,"Huntsville, AL",ATL,"Atlanta, GA",18:44:00,18:30:00,-14.0,14.0,18:44:00,20:17:00,17.0,2049,20:34:00,-15.0,0.0,0.0,65.0,64.0,33.0,151.0,0,2022,8,2022,8,1110,1124,1234,1217,14,17,2022,3,8,20
2021-05-14,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,667,IAD,"Washington, DC",LAX,"Los Angeles, CA",08:45:00,08:40:00,-5.0,10.0,08:50:00,10:52:00,13.0,1127,11:05:00,-22.0,0.0,0.0,342.0,325.0,302.0,2288.0,0,2021,5,2021,5,520,530,665,652,10,13,2021,2,5,14
2022-05-27,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1537,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",12:51:00,13:15:00,24.0,20.0,13:35:00,17:46:00,6.0,1738,17:52:00,14.0,0.0,0.0,167.0,157.0,131.0,1055.0,1,2022,5,2022,5,795,815,1072,1066,20,6,2022,2,5,27
2021-05-20,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5121,CAE,"Columbia, SC",CLT,"Charlotte, NC",07:05:00,07:03:00,-2.0,40.0,07:43:00,08:12:00,10.0,816,08:22:00,6.0,0.0,0.0,71.0,79.0,29.0,88.0,0,2021,5,2021,5,423,463,502,492,40,10,2021,2,5,20
2019-09-22,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1367,TUL,"Tulsa, OK",DFW,"Dallas/Fort Worth, TX",08:38:00,08:29:00,-9.0,34.0,09:03:00,09:47:00,12.0,957,09:59:00,2.0,0.0,0.0,79.0,90.0,44.0,237.0,0,2019,9,2019,9,509,543,599,587,34,12,2019,3,9,22
2019-11-14,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1935,HSV,"Huntsville, AL",ATL,"Atlanta, GA",14:21:00,14:32:00,11.0,29.0,15:01:00,16:30:00,8.0,1621,16:38:00,17.0,0.0,0.0,60.0,66.0,29.0,151.0,1,2019,11,2019,11,872,901,998,990,29,8,2019,4,11,14
2021-11-29,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2559,MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX",13:01:00,13:01:00,0.0,9.0,13:10:00,14:15:00,5.0,1450,14:20:00,-30.0,0.0,0.0,109.0,79.0,65.0,431.0,0,2021,11,2021,11,781,790,860,855,9,5,2021,4,11,29
2023-06-11,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5021,CNY,"Moab, UT",DEN,"Denver, CO",14:10:00,14:36:00,26.0,18.0,14:54:00,15:43:00,9.0,1529,15:52:00,23.0,0.0,0.0,79.0,76.0,49.0,283.0,1,2023,6,2023,6,876,894,952,943,18,9,2023,2,6,11
2021-12-31,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4933,BWI,"Baltimore, MD",ATL,"Atlanta, GA",19:45:00,20:32:00,47.0,8.0,20:40:00,22:09:00,4.0,2145,22:13:00,28.0,0.0,0.0,120.0,101.0,89.0,577.0,1,2021,12,2021,12,1232,1240,1333,1329,8,4,2021,4,12,31
2022-01-15,Envoy Air,Envoy Air: MQ,MQ,20398,3681,CLL,"College Station/Bryan, TX",DFW,"Dallas/Fort Worth, TX",06:30:00,06:25:00,-5.0,7.0,06:32:00,07:08:00,17.0,739,07:25:00,-14.0,0.0,0.0,69.0,60.0,36.0,164.0,0,2022,1,2022,1,385,392,445,428,7,17,2022,1,1,15
2019-04-25,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1904,ORF,"Norfolk, VA",ORD,"Chicago, IL",07:30:00,07:18:00,-12.0,12.0,07:30:00,08:18:00,2.0,855,08:20:00,-35.0,0.0,0.0,145.0,122.0,108.0,717.0,0,2019,4,2019,4,438,450,500,498,12,2,2019,2,4,25
2019-03-29,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5065,IAD,"Washington, DC",CLT,"Charlotte, NC",06:45:00,06:41:00,-4.0,13.0,06:54:00,07:48:00,12.0,828,08:00:00,-28.0,0.0,0.0,103.0,79.0,54.0,322.0,0,2019,3,2019,3,401,414,480,468,13,12,2019,1,3,29
2019-12-13,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1049,EWR,"Newark, NJ",ORD,"Chicago, IL",08:58:00,08:56:00,-2.0,49.0,09:45:00,10:41:00,11.0,1053,10:52:00,-1.0,0.0,0.0,175.0,176.0,116.0,719.0,0,2019,12,2019,12,536,585,652,641,49,11,2019,4,12,13
2021-11-03,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4677,MEM,"Memphis, TN",ORD,"Chicago, IL",07:45:00,07:49:00,4.0,18.0,08:07:00,09:31:00,8.0,947,09:39:00,-8.0,0.0,0.0,122.0,110.0,84.0,491.0,0,2021,11,2021,11,469,487,579,571,18,8,2021,4,11,3
2022-09-12,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1897,LAX,"Los Angeles, CA",ORD,"Chicago, IL",14:12:00,14:08:00,-4.0,17.0,14:25:00,20:00:00,14.0,2022,20:14:00,-8.0,0.0,0.0,250.0,246.0,215.0,1744.0,0,2022,9,2022,9,848,865,1214,1200,17,14,2022,3,9,12
2021-04-28,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2777,JAX,"Jacksonville, FL",ATL,"Atlanta, GA",13:05:00,13:04:00,-1.0,10.0,13:14:00,13:59:00,5.0,1424,14:04:00,-20.0,0.0,0.0,79.0,60.0,45.0,270.0,0,2021,4,2021,4,784,794,844,839,10,5,2021,2,4,28
2021-12-17,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5071,EAU,"Eau Claire, WI",ORD,"Chicago, IL",07:00:00,06:52:00,-8.0,28.0,07:20:00,08:08:00,13.0,838,08:21:00,-17.0,0.0,0.0,98.0,89.0,48.0,269.0,0,2021,12,2021,12,412,440,501,488,28,13,2021,4,12,17
2020-07-25,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,565,DTW,"Detroit, MI",ATL,"Atlanta, GA",06:20:00,06:19:00,-1.0,11.0,06:30:00,07:54:00,8.0,821,08:02:00,-19.0,0.0,0.0,121.0,103.0,84.0,594.0,0,2020,7,2020,7,379,390,482,474,11,8,2020,3,7,25
2022-03-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1342,JAN,"Jackson/Vicksburg, MS",ATL,"Atlanta, GA",16:15:00,16:20:00,5.0,8.0,16:28:00,18:25:00,5.0,1841,18:30:00,-11.0,0.0,0.0,86.0,70.0,57.0,341.0,0,2022,3,2022,3,980,988,1110,1105,8,5,2022,1,3,1
2022-04-15,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2235,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",18:44:00,18:45:00,1.0,12.0,18:57:00,19:32:00,6.0,1945,19:38:00,-7.0,0.0,0.0,121.0,113.0,95.0,641.0,0,2022,4,2022,4,1125,1137,1178,1172,12,6,2022,2,4,15
2022-02-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,941,SLC,"Salt Lake City, UT",DFW,"Dallas/Fort Worth, TX",10:00:00,09:56:00,-4.0,37.0,10:33:00,13:34:00,10.0,1342,13:44:00,2.0,0.0,0.0,162.0,168.0,121.0,989.0,0,2022,2,2022,2,596,633,824,814,37,10,2022,1,2,16
2023-03-31,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1643,RIC,"Richmond, VA",DEN,"Denver, CO",08:16:00,08:11:00,-5.0,17.0,08:28:00,10:14:00,8.0,1018,10:22:00,4.0,0.0,0.0,242.0,251.0,226.0,1482.0,0,2023,3,2023,3,491,508,622,614,17,8,2023,1,3,31
2022-04-16,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2185,VPS,"Valparaiso, FL",CLT,"Charlotte, NC",07:00:00,06:54:00,-6.0,10.0,07:04:00,09:20:00,14.0,948,09:34:00,-14.0,0.0,0.0,108.0,100.0,76.0,460.0,0,2022,4,2022,4,414,424,574,560,10,14,2022,2,4,16
2021-06-26,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2505,EWR,"Newark, NJ",CLT,"Charlotte, NC",05:00:00,04:55:00,-5.0,19.0,05:14:00,06:32:00,9.0,651,06:41:00,-10.0,0.0,0.0,111.0,106.0,78.0,529.0,0,2021,6,2021,6,295,314,401,392,19,9,2021,2,6,26
2019-04-18,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,132,BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX",05:00:00,04:57:00,-3.0,15.0,05:12:00,08:18:00,6.0,833,08:24:00,-9.0,0.0,0.0,273.0,267.0,246.0,1562.0,0,2019,4,2019,4,297,312,504,498,15,6,2019,2,4,18
2021-04-15,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1686,SAT,"San Antonio, TX",ATL,"Atlanta, GA",11:07:00,11:03:00,-4.0,8.0,11:11:00,13:59:00,7.0,1431,14:06:00,-25.0,0.0,0.0,144.0,123.0,108.0,874.0,0,2021,4,2021,4,663,671,846,839,8,7,2021,2,4,15
